_id,acoust,speech,tempo,cloudcover,temperature,studying
06/01/2021 06:51,FALSE,FALSE,FALSE,100,0.9,0
06/01/2021 06:52,FALSE,FALSE,FALSE,100,0.9,0
06/01/2021 06:54,FALSE,FALSE,FALSE,100,0.9,0
06/01/2021 06:55,FALSE,FALSE,FALSE,100,0.9,0
06/01/2021 06:57,FALSE,FALSE,FALSE,100,0.9,0
06/01/2021 06:58,FALSE,FALSE,FALSE,100,0.9,0
06/01/2021 07:00,FALSE,FALSE,FALSE,100,0.9,0
06/01/2021 07:01,FALSE,FALSE,FALSE,100,0.9,0
06/01/2021 07:03,FALSE,FALSE,FALSE,100,0.6,0
06/01/2021 07:04,FALSE,FALSE,FALSE,100,0.6,0
06/01/2021 07:06,FALSE,FALSE,FALSE,100,0.6,0
06/01/2021 07:07,FALSE,FALSE,FALSE,100,0.6,0
06/01/2021 07:09,FALSE,FALSE,FALSE,100,0.6,0
06/01/2021 07:10,FALSE,FALSE,FALSE,100,0.6,0
06/01/2021 07:12,FALSE,FALSE,FALSE,100,0.6,0
06/01/2021 07:13,FALSE,FALSE,FALSE,100,0.6,0
06/01/2021 07:15,FALSE,FALSE,FALSE,100,0.6,0
06/01/2021 07:16,FALSE,FALSE,FALSE,100,0.6,0
06/01/2021 07:18,FALSE,FALSE,FALSE,100,0.6,0
06/01/2021 07:19,FALSE,FALSE,FALSE,100,0.6,0
06/01/2021 07:21,FALSE,FALSE,FALSE,100,0.6,0
06/01/2021 07:22,FALSE,FALSE,FALSE,100,0.6,0
06/01/2021 07:24,FALSE,FALSE,FALSE,100,0.6,0
06/01/2021 07:25,FALSE,FALSE,FALSE,100,0.6,0
06/01/2021 07:27,FALSE,FALSE,FALSE,100,0.6,0
06/01/2021 07:28,FALSE,FALSE,FALSE,100,0.6,0
06/01/2021 07:30,FALSE,FALSE,FALSE,100,0.6,0
06/01/2021 07:31,FALSE,FALSE,FALSE,100,0.6,0
06/01/2021 07:33,FALSE,FALSE,FALSE,100,1.3,0
06/01/2021 07:34,FALSE,FALSE,FALSE,100,1.3,0
06/01/2021 07:36,FALSE,FALSE,FALSE,100,1.3,0
06/01/2021 07:37,FALSE,FALSE,FALSE,100,1.3,0
06/01/2021 07:39,FALSE,FALSE,FALSE,100,1.3,0
06/01/2021 07:40,FALSE,FALSE,FALSE,100,1.3,0
06/01/2021 07:42,FALSE,FALSE,FALSE,100,1.3,0
06/01/2021 07:43,FALSE,FALSE,FALSE,100,1.3,0
06/01/2021 07:45,FALSE,FALSE,FALSE,100,1.3,0
06/01/2021 07:46,FALSE,FALSE,FALSE,100,1.3,0
06/01/2021 07:48,FALSE,FALSE,FALSE,100,1.3,0
06/01/2021 07:49,FALSE,FALSE,FALSE,100,1.3,0
06/01/2021 07:51,FALSE,FALSE,FALSE,100,1.3,0
06/01/2021 07:52,FALSE,FALSE,FALSE,100,1.3,0
06/01/2021 07:54,FALSE,FALSE,FALSE,100,1.3,0
06/01/2021 07:55,FALSE,FALSE,FALSE,100,1.3,0
06/01/2021 07:57,FALSE,FALSE,FALSE,100,1.3,0
06/01/2021 07:58,FALSE,FALSE,FALSE,100,1.3,0
06/01/2021 08:00,FALSE,FALSE,FALSE,100,1.3,0
06/01/2021 08:01,FALSE,FALSE,FALSE,100,1.3,0
06/01/2021 08:03,FALSE,FALSE,FALSE,100,0.7,0
06/01/2021 08:04,FALSE,FALSE,FALSE,100,0.7,0
06/01/2021 08:06,FALSE,FALSE,FALSE,100,0.7,0
06/01/2021 08:07,FALSE,FALSE,FALSE,100,0.7,0
06/01/2021 08:09,FALSE,FALSE,FALSE,100,0.7,0
06/01/2021 08:10,FALSE,FALSE,FALSE,100,0.7,0
06/01/2021 08:12,FALSE,FALSE,FALSE,100,0.7,0
06/01/2021 08:13,FALSE,FALSE,FALSE,100,0.7,0
06/01/2021 08:15,FALSE,FALSE,FALSE,100,0.7,0
06/01/2021 08:16,FALSE,FALSE,FALSE,100,0.7,0
06/01/2021 08:18,FALSE,FALSE,FALSE,100,0.7,0
06/01/2021 08:19,FALSE,FALSE,FALSE,100,0.7,0
06/01/2021 08:21,FALSE,FALSE,FALSE,100,0.7,0
06/01/2021 08:22,FALSE,FALSE,FALSE,100,0.7,0
06/01/2021 08:24,FALSE,FALSE,FALSE,100,0.7,0
06/01/2021 08:25,FALSE,FALSE,FALSE,100,0.7,0
06/01/2021 08:27,FALSE,FALSE,FALSE,100,0.7,0
06/01/2021 08:28,FALSE,FALSE,FALSE,100,0.7,0
06/01/2021 08:30,FALSE,FALSE,FALSE,100,0.7,0
06/01/2021 08:31,FALSE,FALSE,FALSE,100,0.7,0
06/01/2021 08:33,FALSE,FALSE,FALSE,100,0.2,0
06/01/2021 08:34,FALSE,FALSE,FALSE,100,0.2,0
06/01/2021 08:36,FALSE,FALSE,FALSE,100,0.2,0
06/01/2021 08:37,FALSE,FALSE,FALSE,100,0.2,0
06/01/2021 08:39,FALSE,FALSE,FALSE,100,0.2,0
06/01/2021 08:40,FALSE,FALSE,FALSE,100,0.2,0
06/01/2021 08:42,FALSE,FALSE,FALSE,100,0.2,0
